,article_idx,link_idx
27762,1062,2408
27763,1062,2415
27764,1062,3277
27765,1062,3287
27766,1062,3359
27767,1062,3449
27768,1062,3760
27769,1062,3868
27770,1062,4018
27771,1062,4102
27772,1062,4286
27773,1062,4319
27774,1063,365
27775,1063,785
27776,1063,849
27777,1063,899
27778,1063,1049
27779,1063,1142
27780,1063,1441
27781,1063,1463
27782,1063,1559
27783,1063,1576
27784,1063,1590
27785,1063,1603
27786,1063,1882
27787,1063,2156
27788,1063,2245
27789,1063,2401
27790,1063,2435
27791,1063,2514
27792,1063,2908
27793,1063,3017
27794,1063,3215
27795,1063,3468
27796,1063,3556
27797,1063,3559
27798,1063,3579
27799,1063,3759
27800,1063,3801
27801,1063,3963
27802,1063,3972
27803,1063,4033
27804,1063,4088
27805,1063,4319
27806,1063,4366
27807,1063,4395
27808,1064,1166
27809,1064,2409
27810,1064,2738
27811,1064,2739
27812,1064,2953
27813,1064,3790
27814,1064,4131
27815,1064,4264
27816,1064,4285
27817,1064,4286
27818,1065,305
27819,1065,536
27820,1065,557
27821,1065,600
27822,1065,1425
27823,1065,1763
27824,1065,1871
27825,1065,2168
27826,1065,2230
27827,1065,2233
27828,1065,2290
27829,1065,2327
27830,1065,2514
27831,1065,2753
27832,1065,2929
27833,1065,3105
27834,1065,3274
27835,1065,3279
27836,1065,3556
27837,1065,4055
27838,1065,4244
27839,1065,4270
27840,1065,4286
27841,1065,4403
27842,1065,4531
27843,1066,121
27844,1066,442
27845,1066,548
27846,1066,600
27847,1066,690
27848,1066,1129
27849,1066,1528
27850,1066,1559
27851,1066,1882
27852,1066,2150
27853,1066,2170
27854,1066,2228
27855,1066,2435
27856,1066,2529
27857,1066,2673
27858,1066,2711
27859,1066,2909
27860,1066,3104
27861,1066,3105
27862,1066,3124
27863,1066,3518
27864,1066,3579
27865,1066,4244
27866,1066,4350
27867,1066,4530
27868,1067,261
27869,1067,445
27870,1067,575
27871,1067,895
27872,1067,2738
27873,1067,3140
27874,1067,3637
27875,1068,2230
27876,1068,2238
27877,1068,2342
27878,1068,2738
27879,1068,3302
27880,1068,3518
27881,1068,4286
27882,1069,678
27883,1069,746
27884,1069,899
27885,1069,1411
27886,1069,1675
27887,1069,1742
27888,1069,2018
27889,1069,2122
27890,1069,2135
27891,1069,2137
27892,1069,2138
27893,1069,2161
27894,1069,2174
27895,1069,2223
27896,1069,2445
27897,1069,2449
27898,1069,2593
27899,1069,2677
27900,1069,3206
27901,1069,3277
27902,1069,3677
27903,1069,3741
27904,1069,4018
27905,1069,4158
27906,1069,4282
27907,1069,4285
27908,1069,4286
27909,1069,4288
27910,1069,4291
27911,1069,4394
27912,1070,53
27913,1070,159
27914,1070,181
27915,1070,239
27916,1070,334
27917,1070,351
27918,1070,394
27919,1070,415
27920,1070,536
27921,1070,538
27922,1070,545
27923,1070,653
27924,1070,719
27925,1070,721
27926,1070,722
27927,1070,728
27928,1070,1108
27929,1070,754
27930,1070,759
27931,1070,760
27932,1070,783
27933,1070,835
27934,1070,842
27935,1070,932
27936,1070,993
27937,1070,1093
27938,1070,1101
27939,1070,1106
27940,1070,1166
27941,1070,1168
27942,1070,1171
27943,1070,1206
27944,1070,1217
27945,1070,1324
27946,1070,1381
27947,1070,1395
27948,1070,1409
27949,1070,1425
27950,1070,1431
27951,1070,1502
27952,1070,1559
27953,1070,1575
27954,1070,1583
27955,1070,1609
27956,1070,1678
27957,1070,1685
27958,1070,1687
27959,1070,1784
27960,1070,1798
27961,1070,1805
27962,1070,1806
27963,1070,1836
27964,1070,2027
27965,1070,2073
27966,1070,2168
27967,1070,2174
27968,1070,2318
27969,1070,2351
27970,1070,2403
27971,1070,2408
27972,1070,2410
27973,1070,2411
27974,1070,2424
27975,1070,2454
27976,1070,2455
27977,1070,2495
27978,1070,2496
27979,1070,2514
27980,1070,2564
27981,1070,2584
27982,1070,2613
27983,1070,2615
27984,1070,2666
27985,1070,2688
27986,1070,2689
27987,1070,2711
27988,1070,2797
27989,1070,2803
27990,1070,2806
27991,1070,2817
27992,1070,2833
27993,1070,2854
27994,1070,2899
27995,1070,2930
27996,1070,2946
27997,1070,2973
27998,1070,3012
27999,1070,3105
28000,1070,3154
28001,1070,3274
28002,1070,3311
28003,1070,3459
28004,1070,3460
28005,1070,3461
28006,1070,3518
28007,1070,3526
28008,1070,3556
28009,1070,3563
28010,1070,3968
28011,1070,3573
28012,1070,3578
28013,1070,3600
28014,1070,3673
28015,1070,3680
28016,1070,3688
28017,1070,3744
28018,1070,3745
28019,1070,3815
28020,1070,3953
28021,1070,3958
28022,1070,3965
28023,1070,4137
28024,1070,4151
28025,1070,4169
28026,1070,4241
28027,1070,4244
28028,1070,4270
28029,1070,4282
28030,1070,4285
28031,1070,4330
28032,1070,4333
28033,1070,4351
28034,1070,4528
28035,1070,4529
28036,1070,4530
28037,1070,4567
28038,1071,122
28039,1071,193
28040,1071,261
28041,1071,351
28042,1071,387
28043,1071,420
28044,1071,895
28045,1071,1079
28046,1071,1511
28047,1071,2130
28048,1071,2475
28049,1071,2618
28050,1071,2738
28051,1071,2979
28052,1071,3457
28053,1071,3494
28054,1071,3637
28055,1071,3694
28056,1071,4230
28057,1071,4342
28058,1072,122
28059,1072,250
28060,1072,351
28061,1072,1094
28062,1072,1425
28063,1072,1646
28064,1072,2476
28065,1072,2594
28066,1072,3002
28067,1072,3012
28068,1072,3274
28069,1072,3317
28070,1072,3465
28071,1072,3640
28072,1072,4149
28073,1072,4236
28074,1072,4286
28075,1072,4363
28076,1073,634
28077,1073,782
28078,1073,1377
28079,1073,2381
28080,1073,3183
28081,1073,3640
28082,1073,3789
28083,1074,32
28084,1074,261
28085,1074,351
28086,1074,584
28087,1074,807
28088,1074,895
28089,1074,1381
28090,1074,1425
28091,1074,2782
28092,1074,3002
28093,1074,3637
28094,1074,3640
28095,1075,122
28096,1075,165
28097,1075,261
28098,1075,351
28099,1075,387
28100,1075,584
28101,1075,586
28102,1075,807
28103,1075,834
28104,1075,895
28105,1075,1017
28106,1075,1228
28107,1075,1392
28108,1075,1412
28109,1075,1425
28110,1075,1553
28111,1075,2149
28112,1075,2186
28113,1075,2401
28114,1075,2597
28115,1075,2897
28116,1075,3000
28117,1075,3002
28118,1075,3034
28119,1075,3427
28120,1075,3533
28121,1075,3637
28122,1075,3790
28123,1076,32
28124,1076,313
28125,1076,387
28126,1076,760
28127,1076,851
28128,1076,899
28129,1076,1163
28130,1076,1183
28131,1076,1315
28132,1076,1358
28133,1076,1670
28134,1076,1673
28135,1076,1674
28136,1076,2202
28137,1076,2234
28138,1076,2274
28139,1076,2819
28140,1076,2955
28141,1076,3051
28142,1076,3126
28143,1076,3174
28144,1076,3789
28145,1076,4171
28146,1076,4282
28147,1076,4348
28148,1076,4385
28149,1076,4444
28150,1076,4486
28151,1076,4503
28152,1076,4531
28153,1077,164
28154,1077,176
28155,1077,394
28156,1077,442
28157,1077,728
28158,1077,740
28159,1077,846
28160,1077,881
28161,1077,899
28162,1077,1066
28163,1077,1119
28164,1077,1311
28165,1077,1324
28166,1077,1377
28167,1077,1425
28168,1077,1502
28169,1077,1508
28170,1077,1559
28171,1077,1678
28172,1077,1681
28173,1077,2027
28174,1077,2161
28175,1077,2170
28176,1077,2228
28177,1077,2233
28178,1077,2330
28179,1077,2615
28180,1077,2752
28181,1077,2908
28182,1077,2979
28183,1077,3105
28184,1077,3274
28185,1077,3300
28186,1077,3311
28187,1077,3449
28188,1077,3452
28189,1077,3483
28190,1077,3519
28191,1077,3582
28192,1077,3665
28193,1077,3717
28194,1077,3815
28195,1077,3953
28196,1077,3965
28197,1077,4208
28198,1077,4240
28199,1077,4333
28200,1077,4353
28201,1077,4393
28202,1077,4394
28203,1077,4530
28204,1078,357
28205,1078,1018
28206,1078,1055
28207,1078,1273
28208,1078,1656
28209,1078,1752
28210,1078,2823
28211,1078,3247
28212,1078,3253
28213,1079,261
28214,1079,312
28215,1079,342
28216,1079,464
28217,1079,1059
28218,1079,1389
28219,1079,1555
28220,1079,1589
28221,1079,2111
28222,1079,2165
28223,1079,2355
28224,1079,3637
28225,1079,4114
28226,1080,186
28227,1080,235
28228,1080,399
28229,1080,536
28230,1080,570
28231,1080,707
28232,1080,736
28233,1080,847
28234,1080,1001
28235,1080,1137
28236,1080,1346
28237,1080,1376
28238,1080,1385
28239,1080,1473
28240,1080,1559
28241,1080,1685
28242,1080,1917
28243,1080,2108
28244,1080,2114
28245,1080,2123
28246,1080,2292
28247,1080,2318
28248,1080,2401
28249,1080,2681
28250,1080,2811
28251,1080,2855
28252,1080,3126
28253,1080,3186
28254,1080,3556
28255,1080,3730
28256,1080,3868
28257,1080,4108
28258,1080,4241
28259,1080,4282
28260,1080,4286
28261,1080,4337
28262,1080,4351
28263,1080,4531
28264,1081,375
28265,1081,589
28266,1081,865
28267,1081,961
28268,1081,1183
28269,1081,1619
28270,1081,1703
28271,1081,2112
28272,1081,2457
28273,1081,3386
28274,1081,3585
28275,1081,3750
28276,1082,375
28277,1082,652
28278,1082,791
28279,1082,863
28280,1082,940
28281,1082,1081
28282,1082,1183
28283,1082,1338
28284,1082,1343
28285,1082,1632
28286,1082,2056
28287,1082,2147
28288,1082,2679
28289,1082,2968
28290,1082,2988
28291,1082,3113
28292,1082,3670
28293,1082,3915
28294,1082,4274
28295,1083,214
28296,1083,259
28297,1083,365
28298,1083,368
28299,1083,371
28300,1083,474
28301,1083,639
28302,1083,760
28303,1083,797
28304,1083,826
28305,1083,858
28306,1083,902
28307,1083,932
28308,1083,953
28309,1083,1083
28310,1083,1093
28311,1083,1401
28312,1083,1412
28313,1083,1424
28314,1083,1425
28315,1083,1431
28316,1083,1493
28317,1083,1529
28318,1083,1559
28319,1083,1592
28320,1083,1798
28321,1083,1809
28322,1083,1836
28323,1083,2168
28324,1083,2194
28325,1083,2205
28326,1083,2233
28327,1083,2255
28328,1083,2313
28329,1083,2496
28330,1083,2738
28331,1083,2740
28332,1083,2753
28333,1083,2776
28334,1083,2837
28335,1083,2838
28336,1083,3002
28337,1083,3060
28338,1083,3084
28339,1083,3200
28340,1083,3213
28341,1083,3302
28342,1083,3311
28343,1083,3477
28344,1083,3518
28345,1083,3584
28346,1083,3790
28347,1083,3801
28348,1083,3815
28349,1083,3819
28350,1083,3910
28351,1083,3911
28352,1083,4027
28353,1083,4094
28354,1083,4137
28355,1083,4229
28356,1083,4249
28357,1083,4286
28358,1083,4295
28359,1083,4337
28360,1083,4366
28361,1083,4372
28362,1083,4489
28363,1083,4527
28364,1083,4531
28365,1083,4556
28366,1084,122
28367,1084,168
28368,1084,305
28369,1084,358
28370,1084,545
28371,1084,575
28372,1084,605
28373,1084,742
28374,1084,807
28375,1084,1377
28376,1084,1408
28377,1084,1425
28378,1084,1592
28379,1084,2089
28380,1084,2100
28381,1084,2594
28382,1084,2752
28383,1084,3250
28384,1084,3274
28385,1084,3311
28386,1084,3607
28387,1084,3637
28388,1084,3666
28389,1084,3919
28390,1084,4111
28391,1085,315
28392,1085,341
28393,1085,1106
28394,1085,1425
28395,1085,1569
28396,1085,2511
28397,1085,2870
28398,1085,3125
28399,1085,3325
28400,1085,3652
28401,1085,4530
28402,1086,684
28403,1086,1377
28404,1086,1379
28405,1086,2558
28406,1086,2700
28407,1086,3111
28408,1086,3494
28409,1087,1381
28410,1087,2408
28411,1087,3250
28412,1088,577
28413,1088,1090
28414,1088,1439
28415,1088,2469
28416,1088,2862
28417,1089,1090
28418,1089,1642
28419,1089,1934
28420,1089,2920
28421,1089,3400
28422,1090,32
28423,1090,122
28424,1090,143
28425,1090,234
28426,1090,235
28427,1090,236
28428,1090,282
28429,1090,311
28430,1090,341
28431,1090,351
28432,1090,439
28433,1090,715
28434,1090,785
28435,1090,899
28436,1090,920
28437,1090,991
28438,1090,1006
28439,1090,1089
28440,1090,1381
28441,1090,1425
28442,1090,1439
28443,1090,1468
28444,1090,1496
28445,1090,1538
28446,1090,1642
28447,1090,1685
28448,1090,1928
28449,1090,2015
28450,1090,2070
28451,1090,2161
28452,1090,2168
28453,1090,2215
28454,1090,2290
28455,1090,2349
28456,1090,2401
28457,1090,2408
28458,1090,2415
28459,1090,2511
28460,1090,2526
28461,1090,2607
28462,1090,2633
28463,1090,2677
28464,1090,2753
28465,1090,2862
28466,1090,2919
28467,1090,2924
28468,1090,3001
28469,1090,3087
28470,1090,3304
28471,1090,3400
28472,1090,3449
28473,1090,3518
28474,1090,3527
28475,1090,3763
28476,1090,3989
28477,1090,4102
28478,1090,4286
28479,1090,4351
28480,1091,122
28481,1091,365
28482,1091,445
28483,1091,454
28484,1091,529
28485,1091,538
28486,1091,679
28487,1091,722
28488,1091,879
28489,1091,899
28490,1091,951
28491,1091,1008
28492,1091,1090
28493,1091,1168
28494,1091,1215
28495,1091,1279
28496,1091,1412
28497,1091,1414
28498,1091,1425
28499,1091,1511
28500,1091,1588
28501,1091,1928
28502,1091,2161
28503,1091,2234
28504,1091,2290
28505,1091,2401
28506,1091,2424
28507,1091,2603
28508,1091,2703
28509,1091,2946
28510,1091,3060
28511,1091,3126
28512,1091,3137
28513,1091,3168
28514,1091,3173
28515,1091,3365
28516,1091,3415
28517,1091,3477
28518,1091,3518
28519,1091,3563
28520,1091,3664
28521,1091,3786
28522,1091,3905
28523,1091,3987
28524,1091,4254
28525,1091,4269
28526,1091,4286
28527,1091,4334
28528,1092,203
28529,1092,220
28530,1092,556
28531,1092,698
28532,1092,748
28533,1092,891
28534,1092,961
28535,1092,1343
28536,1092,1375
28537,1092,1534
28538,1092,1611
28539,1092,1878
28540,1092,2132
28541,1092,2497
28542,1092,2596
28543,1092,2646
28544,1092,2730
28545,1092,2948
28546,1092,3113
28547,1092,3191
28548,1092,3207
28549,1092,3265
28550,1092,3407
28551,1092,3408
28552,1092,4301
28553,1093,13
28554,1093,18
28555,1093,234
28556,1093,314
28557,1093,452
28558,1093,699
28559,1093,952
28560,1093,1049
28561,1093,1146
28562,1093,1295
28563,1093,1333
28564,1093,1424
28565,1093,1487
28566,1093,1725
28567,1093,1727
28568,1093,2494
28569,1093,2584
28570,1093,2688
28571,1093,2808
28572,1093,3023
28573,1093,3140
28574,1093,3884
28575,1094,250
28576,1094,431
28577,1094,791
28578,1094,940
28579,1094,1410
28580,1094,1537
28581,1094,1826
28582,1094,2056
28583,1094,2988
28584,1094,3113
28585,1094,3195
28586,1094,3223
28587,1094,3317
28588,1094,4282
28589,1094,4361
28590,1094,4362
28591,1095,202
28592,1095,557
28593,1095,612
28594,1095,1111
28595,1095,1273
28596,1095,1527
28597,1095,1986
28598,1095,2123
28599,1095,2154
28600,1095,2215
28601,1095,2221
28602,1095,2511
28603,1095,2953
28604,1095,2981
28605,1095,3304
28606,1095,3783
28607,1095,4111
28608,1095,4532
28609,1096,122
28610,1096,261
28611,1096,273
28612,1096,1087
28613,1096,1240
28614,1096,1425
28615,1096,1532
28616,1096,1545
28617,1096,1592
28618,1096,2135
28619,1096,2711
28620,1096,3250
28621,1096,3637
28622,1096,3666
28623,1096,3750
28624,1096,3780
28625,1096,3815
28626,1097,217
28627,1097,387
28628,1097,445
28629,1097,945
28630,1097,1022
28631,1097,2955
28632,1097,3124
28633,1097,3142
28634,1097,4152
28635,1097,4255
28636,1098,387
28637,1098,1341
28638,1098,3199
28639,1098,4229
28640,1099,295
28641,1099,1101
28642,1099,1351
28643,1099,1786
28644,1099,1986
28645,1099,3035
28646,1099,3036
28647,1099,4369
28648,1099,4504
28649,1100,754
28650,1100,2089
28651,1100,2430
28652,1100,2608
28653,1100,2892
28654,1100,3250
28655,1100,3637
28656,1100,3788
28657,1100,3844
28658,1100,3997
28659,1100,4020
28660,1100,4151
28661,1101,154
28662,1101,176
28663,1101,234
28664,1101,351
28665,1101,387
28666,1101,688
28667,1101,699
28668,1101,719
28669,1101,728
28670,1101,760
28671,1101,817
28672,1101,899
28673,1101,1028
28674,1101,1093
28675,1101,1324
28676,1101,1381
28677,1101,1424
28678,1101,1425
28679,1101,1431
28680,1101,1559
28681,1101,1647
28682,1101,1685
28683,1101,1784
28684,1101,1879
28685,1101,2027
28686,1101,2089
28687,1101,2125
28688,1101,2149
28689,1101,2168
28690,1101,2344
28691,1101,2424
28692,1101,2496
28693,1101,2615
28694,1101,2711
28695,1101,2753
28696,1101,2899
28697,1101,3001
28698,1101,3105
28699,1101,3167
28700,1101,3196
28701,1101,3483
28702,1101,3518
28703,1101,3519
28704,1101,3528
28705,1101,3887
28706,1101,3888
28707,1101,3908
28708,1101,3958
28709,1101,3965
28710,1101,4137
28711,1101,4208
28712,1101,4244
28713,1101,4246
28714,1101,4282
28715,1101,4285
28716,1101,4286
28717,1101,4315
28718,1101,4530
28719,1101,4531
28720,1102,1377
28721,1102,2427
28722,1102,2529
28723,1102,3546
28724,1102,4282
28725,1102,4300
28726,1103,214
28727,1103,1203
28728,1103,2786
28729,1103,4286
28730,1103,4295
28731,1103,4531
28732,1104,234
28733,1104,533
28734,1104,566
28735,1104,768
28736,1104,1418
28737,1104,1784
28738,1104,1917
28739,1104,2018
28740,1104,2104
28741,1104,2135
28742,1104,2136
28743,1104,2228
28744,1104,2233
28745,1104,2410
28746,1104,2728
28747,1104,2993
28748,1104,3196
28749,1104,3616
28750,1104,3920
28751,1104,3924
28752,1104,3965
28753,1104,4130
28754,1104,4528
28755,1105,114
28756,1105,431
28757,1105,742
28758,1105,760
28759,1105,830
28760,1105,894
28761,1105,1337
28762,1105,1375
28763,1105,1425
28764,1105,1600
28765,1105,2749
28766,1105,3113
28767,1105,3223
28768,1105,3267
28769,1105,3354
28770,1105,3766
28771,1105,4165
28772,1105,4236
28773,1105,4286
28774,1105,4363
28775,1106,6
28776,1106,11
28777,1106,53
28778,1106,56
28779,1106,116
28780,1106,271
28781,1106,394
28782,1106,442
28783,1106,600
28784,1106,932
28785,1106,1093
28786,1106,1424
28787,1106,1431
28788,1106,1682
28789,1106,1685
28790,1106,1742
28791,1106,1763
28792,1106,1770
28793,1106,1985
28794,1106,2496
28795,1106,2753
28796,1106,2899
28797,1106,3001
28798,1106,3005
28799,1106,3154
28800,1106,3274
28801,1106,3325
28802,1106,3744
28803,1106,3759
28804,1106,3801
28805,1106,4002
28806,1106,4137
28807,1106,4169
28808,1106,4530
28809,1260,54
28810,1260,462
28811,1260,524
28812,1260,648
28813,1260,966
28814,1260,1358
28815,1260,1763
28816,1260,2140
28817,1260,2164
28818,1260,2234
28819,1260,2538
28820,1260,2723
28821,1260,3008
28822,1260,3029
28823,1260,3089
28824,1260,3238
28825,1260,3640
28826,1260,4353
28827,1261,13
28828,1261,351
28829,1261,387
28830,1261,886
28831,1261,958
28832,1261,1468
28833,1261,1478
28834,1261,1512
28835,1261,1542
28836,1261,1571
28837,1261,1685
28838,1261,2106
28839,1261,2168
28840,1261,2215
28841,1261,2495
28842,1261,2837
28843,1261,2909
28844,1261,3274
28845,1261,3471
28846,1261,3506
28847,1261,3519
28848,1261,3556
28849,1261,3790
28850,1261,4282
28851,1261,4367
28852,1261,4403
28853,1261,4530
28854,1261,4531
28855,1109,261
28856,1109,282
28857,1109,431
28858,1109,579
28859,1109,830
28860,1109,1001
28861,1109,1080
28862,1109,1110
28863,1109,1417
28864,1109,1439
28865,1109,1563
28866,1109,1600
28867,1109,1645
28868,1109,1646
28869,1109,2108
28870,1109,2200
28871,1109,2456
28872,1109,2472
28873,1109,2924
28874,1109,3086
28875,1109,3250
28876,1109,3293
28877,1109,3354
28878,1109,3678
28879,1109,3910
28880,1109,4100
28881,1109,4108
28882,1109,4274
28883,1109,4282
28884,1109,4300
28885,1109,4359
28886,1110,114
28887,1110,431
28888,1110,771
28889,1110,830
28890,1110,1109
28891,1110,1417
28892,1110,1439
28893,1110,1555
28894,1110,3229
28895,1110,3329
28896,1110,3354
28897,1110,3874
28898,1110,4359
28899,1111,994
28900,1111,1424
28901,1111,3783
28902,1111,4295
28903,1112,420
28904,1112,496
28905,1112,1226
28906,1112,1379
28907,1112,2529
28908,1112,2829
28909,1112,2996
28910,1112,3211
28911,1112,3546
28912,1112,3640
28913,1112,4053
28914,1112,4282
28915,1112,4530
28916,1112,4531
28917,1113,119
28918,1113,341
28919,1113,557
28920,1113,958
28921,1113,991
28922,1113,1588
28923,1113,1678
28924,1113,1682
28925,1113,1685
28926,1113,2204
28927,1113,2221
28928,1113,2511
28929,1113,3149
28930,1113,3270
28931,1113,3287
28932,1113,3349
28933,1113,3526
28934,1113,3556
28935,1113,3958
28936,1113,4091
28937,1113,4286
28938,1113,4360
28939,1113,4366
28940,1113,4530
28941,1113,4531
28942,1113,4591
28943,1114,122
28944,1114,181
28945,1114,266
28946,1114,371
28947,1114,444
28948,1114,450
28949,1114,518
28950,1114,591
28951,1114,1559
28952,1114,2653
28953,1114,2658
28954,1114,2757
28955,1114,3149
28956,1114,3311
28957,1114,3326
28958,1114,3410
28959,1114,3673
28960,1114,3789
28961,1114,3976
28962,1114,4286
28963,1114,4406
28964,1115,765
28965,1115,838
28966,1115,876
28967,1115,878
28968,1115,938
28969,1115,1666
28970,1115,2308
28971,1115,2779
28972,1115,3002
28973,1115,3331
28974,1115,3661
28975,1115,4286
28976,1115,4516
28977,1116,368
28978,1116,989
28979,1116,1106
28980,1116,1377
28981,1116,1542
28982,1116,1685
28983,1117,64
28984,1117,214
28985,1117,240
28986,1117,746
28987,1117,760
28988,1117,838
28989,1117,899
28990,1117,915
28991,1117,998
28992,1117,1047
28993,1117,1283
28994,1117,1713
28995,1117,2004
28996,1117,2113
28997,1117,2120
28998,1117,2161
28999,1117,2221
29000,1117,2233
29001,1117,2255
29002,1117,2256
29003,1117,2290
29004,1117,2543
29005,1117,2738
29006,1117,2917
29007,1117,3206
29008,1117,3741
29009,1117,3800
29010,1117,3815
29011,1117,3819
29012,1117,4002
29013,1117,4137
29014,1117,4164
29015,1117,4181
29016,1117,4286
29017,1117,4291
29018,1117,4293
29019,1117,4295
29020,1117,4302
29021,1117,4531
29022,1118,387
29023,1118,388
29024,1118,431
29025,1118,522
29026,1118,770
29027,1118,927
29028,1118,964
29029,1118,1275
29030,1118,1376
29031,1118,1381
29032,1118,1511
29033,1118,1526
29034,1118,1559
29035,1118,1685
29036,1118,1993
29037,1118,2152
29038,1118,2543
29039,1118,2625
29040,1118,2724
29041,1118,2776
29042,1118,3113
29043,1118,3494
29044,1118,3769
29045,1118,3871
29046,1118,4335
29047,1118,4385
29048,1119,78
29049,1119,122
29050,1119,176
29051,1119,234
29052,1119,236
29053,1119,305
29054,1119,351
29055,1119,430
29056,1119,436
29057,1119,474
29058,1119,740
29059,1119,795
29060,1119,869
29061,1119,899
29062,1119,1120
29063,1119,1324
29064,1119,1425
29065,1119,1541
29066,1119,1559
29067,1119,1871
29068,1119,2089
29069,1119,2422
29070,1119,2704
29071,1119,2711
29072,1119,3105
29073,1119,3167
29074,1119,3556
29075,1119,3582
29076,1119,3665
29077,1119,3790
29078,1119,3815
29079,1119,3965
29080,1119,3997
29081,1119,4137
29082,1119,4140
29083,1119,4528
29084,1120,305
29085,1120,791
29086,1120,1119
29087,1120,1235
29088,1120,1685
29089,1120,1703
29090,1120,2089
29091,1120,2100
29092,1120,2316
29093,1120,2731
29094,1120,2753
29095,1120,3460
29096,1120,3556
29097,1120,3844
29098,1120,3871
29099,1120,3965
29100,1120,4019
29101,1120,4248
29102,1120,4321
29103,1120,4353
29104,1121,669
29105,1121,1121
29106,1121,1230
29107,1121,1377
29108,1121,1547
29109,1121,1559
29110,1121,2529
29111,1121,2594
29112,1121,3161
29113,1121,4029
29114,1121,4080
29115,1121,4282
29116,1122,13
29117,1122,32
29118,1122,234
29119,1122,261
29120,1122,282
29121,1122,311
29122,1122,920
29123,1122,1090
29124,1122,1425
29125,1122,1586
29126,1122,1929
29127,1122,1934
29128,1122,2015
29129,1122,2020
29130,1122,2089
29131,1122,2221
29132,1122,2841
29133,1122,2870
29134,1122,2897
29135,1122,3066
29136,1122,3415
29137,1122,3579
29138,1122,3760
29139,1122,3787
29140,1122,3835
29141,1122,3844
29142,1122,4499
29143,1123,351
29144,1123,387
29145,1123,431
29146,1123,692
29147,1123,760
29148,1123,951
29149,1123,1323
29150,1123,1425
29151,1123,1532
29152,1123,2147
29153,1123,2215
29154,1123,2889
29155,1123,2955
29156,1123,3250
29157,1123,3637
29158,1123,3788
29159,1123,4008
29160,1123,4282
29161,1123,4362
29162,1123,4429
29163,1123,4504
29164,1124,1377
29165,1124,2174
29166,1124,2233
29167,1124,2529
29168,1124,3267
29169,1124,3459
29170,1124,3529
29171,1124,3545
29172,1124,4522
29173,1125,654
29174,1125,1083
29175,1125,1288
29176,1125,1473
29177,1125,1675
29178,1125,2135
29179,1125,2138
29180,1125,2233
29181,1125,2255
29182,1125,3484
29183,1125,3942
29184,1125,4293
29185,1125,4351
29186,1125,4352
29187,1126,1381
29188,1126,3270
29189,1126,3551
29190,1126,3972
29191,1126,4094
29192,1126,4286
29193,1126,4475
29194,1127,15
29195,1127,1026
29196,1127,1171
29197,1127,1370
29198,1127,2107
29199,1127,3410
29200,1127,3640
29201,1127,4531
29202,1128,325
29203,1128,1131
29204,1128,1425
29205,1128,1559
29206,1128,2174
29207,1128,2408
29208,1128,2564
29209,1128,2605
29210,1128,2752
29211,1128,3112
29212,1128,3149
29213,1128,3300
29214,1128,3528
29215,1128,4102
29216,1128,4356
29217,1129,159
29218,1129,394
29219,1129,600
29220,1129,653
29221,1129,677
29222,1129,713
29223,1129,719
29224,1129,1070
29225,1129,1106
29226,1129,1118
29227,1129,1129
29228,1129,1425
29229,1129,1431
29230,1129,1682
29231,1129,1685
29232,1129,2027
29233,1129,2070
29234,1129,2174
29235,1129,2752
29236,1129,2797
29237,1129,2817
29238,1129,3005
29239,1129,3274
29240,1129,3460
29241,1129,3471
29242,1129,3494
29243,1129,3519
29244,1129,3526
29245,1129,3538
29246,1129,3680
29247,1129,3744
29248,1129,3745
29249,1129,3900
29250,1129,3958
29251,1129,4270
29252,1129,4350
29253,1129,4371
29254,1130,96
29255,1130,133
29256,1130,842
29257,1130,1400
29258,1130,1412
29259,1130,1431
29260,1130,1464
29261,1130,1675
29262,1130,2138
29263,1130,2161
29264,1130,2326
29265,1130,2344
29266,1130,2454
29267,1130,2899
29268,1130,2975
29269,1130,2979
29270,1130,3331
29271,1130,3391
29272,1130,3447
29273,1130,3564
29274,1130,3745
29275,1130,3905
29276,1130,3917
29277,1130,4055
29278,1130,4089
29279,1130,4285
29280,1130,4291
29281,1130,4293
29282,1130,4406
29283,1130,4527
29284,1131,4
29285,1131,6
29286,1131,9
29287,1131,11
29288,1131,13
29289,1131,18
29290,1131,32
29291,1131,52
29292,1131,140
29293,1131,311
29294,1131,385
29295,1131,846
29296,1131,1307
29297,1131,1425
29298,1131,1586
29299,1131,2083
29300,1131,2408
29301,1131,3304
29302,1131,3527
29303,1131,4282
29304,1131,4286
29305,1131,4333
29306,1131,4374
29307,1131,4378
29308,1132,18
29309,1132,387
29310,1132,1240
29311,1132,1715
29312,1132,2868
29313,1132,3291
29314,1133,375
29315,1133,863
29316,1133,961
29317,1133,1343
29318,1133,1685
29319,1133,2497
29320,1133,2713
29321,1133,3207
29322,1133,3255
29323,1133,3277
29324,1133,3408
29325,1133,3516
29326,1134,574
29327,1134,935
29328,1134,1134
29329,1134,1257
29330,1134,1570
29331,1134,1682
29332,1134,2215
29333,1134,2333
29334,1134,2913
29335,1134,3030
29336,1134,3862
29337,1134,3863
29338,1134,3865
29339,1134,3938
29340,1135,634
29341,1135,699
29342,1135,793
29343,1135,1308
29344,1135,1377
29345,1135,1656
29346,1135,1752
29347,1136,111
29348,1136,330
29349,1136,549
29350,1136,785
29351,1136,1682
29352,1136,2313
29353,1136,3283
29354,1136,3468
